set_name,source,tier,category_primary,category,method,fgsea_eligible,gsva_eligible,size_mouse,size_human,n_unmapped_to_human,n_unmapped_from_human,description,notes
TFT_SOX2_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,44,44,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 44 mito genes | BH FDR 0.000151 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_SOX9_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal1 (cluster 1),fgsea,FALSE,TRUE,13,10,3,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal1, cluster 1) | DoRothEA mouse regulon conf A | fgsea",chung_cluster=1; dorothea_confidence=A
TFT_SOX9_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,30,30,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 30 mito genes | BH FDR 0.00751 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_SP1_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal2 (cluster 5),fgsea,TRUE,TRUE,343,304,34,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal2, cluster 5) | DoRothEA mouse regulon conf A | fgsea",chung_cluster=5; dorothea_confidence=A
TFT_SP1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,41,41,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 41 mito genes | BH FDR 5.14e-08 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_SP2_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal2 (cluster 5),fgsea,TRUE,TRUE,22,21,0,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal2, cluster 5) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=5; dorothea_confidence=C
TFT_SP4_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal2 (cluster 5),fgsea,TRUE,TRUE,59,57,2,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal2, cluster 5) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=5; dorothea_confidence=C
TFT_SPEN_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,18,18,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 18 mito genes | BH FDR 2.99e-08 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_SPIB_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: LP1 (cluster 6),fgsea,TRUE,TRUE,58,59,2,NA,"Chung 2019 chromVAR predictive TF (LP1, cluster 6) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=6; dorothea_confidence=C
TFT_SREBF1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,34,34,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 34 mito genes | BH FDR 1.58e-06 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_SREBF1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,37,37,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 37 mito genes | BH FDR 5.31e-06 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_SREBF2_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,23,23,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 23 mito genes | BH FDR 0.00489 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_SREBF2_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,46,46,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 46 mito genes | BH FDR 6.42e-10 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_SRF_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,40,40,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 40 mito genes | BH FDR 2.23e-07 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_STAT1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,29,29,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 29 mito genes | BH FDR 0.00964 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_STAT3_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,58,58,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 58 mito genes | BH FDR 1.36e-12 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_STAT3_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,91,91,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 91 mito genes | BH FDR 4.89e-22 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TBP_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,48,48,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 48 mito genes | BH FDR 1.24e-10 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TBP_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,82,82,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 82 mito genes | BH FDR 1.72e-23 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TBP_GRAY_BA_TEB_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_TEB,gsva,TRUE,TRUE,32,32,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_TEB | 32 mito genes | BH FDR 0.00398 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TBX18_GRAY_HS_DUCT,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_DUCT,gsva,TRUE,TRUE,20,20,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_DUCT | CHEA rank 10 score 53.33 | Overlapping_Genes human->mouse | gsva,NA
TFT_TBX5_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,50,50,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 50 mito genes | BH FDR 1.14e-12 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TBXT_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,22,22,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 22 mito genes | BH FDR 0.00116 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TCF12_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Repressive (cluster 2),fgsea,TRUE,TRUE,76,77,0,NA,"Chung 2019 chromVAR predictive TF (Repressive, cluster 2) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=2; dorothea_confidence=C
TFT_TCF15_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,43,43,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 43 mito genes | BH FDR 6.17e-23 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TCF15_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,46,46,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 46 mito genes | BH FDR 7.13e-22 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TCF3_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Repressive (cluster 2),fgsea,FALSE,TRUE,14,15,0,NA,"Chung 2019 chromVAR predictive TF (Repressive, cluster 2) | DoRothEA mouse regulon conf B | fgsea",chung_cluster=2; dorothea_confidence=B
TFT_TCF3_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,53,53,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 53 mito genes | BH FDR 1.57e-05 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TCF4_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Repressive (cluster 2),fgsea,TRUE,TRUE,61,59,1,NA,"Chung 2019 chromVAR predictive TF (Repressive, cluster 2) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=2; dorothea_confidence=C
TFT_TCF4_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,46,46,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 46 mito genes | BH FDR 6.38e-05 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TCF7L2_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,40,41,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 40 mito genes | BH FDR 1.97e-06 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TCF7L2_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,73,73,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 73 mito genes | BH FDR 2.02e-17 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TEAD4_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal1 (cluster 1),fgsea,TRUE,TRUE,74,71,3,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal1, cluster 1) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=1; dorothea_confidence=C
TFT_TEAD4_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,58,58,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 58 mito genes | BH FDR 8.06e-12 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TEAD4_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,68,68,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 68 mito genes | BH FDR 2.19e-11 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TEAD4_GRAY_HS_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: HS_LE,gsva,TRUE,TRUE,18,18,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context HS_LE | 18 mito genes | BH FDR 0.00511 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TFAP2A_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,56,56,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 56 mito genes | BH FDR 1.32e-07 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TFAP2C_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,36,36,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 36 mito genes | BH FDR 1.9e-05 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TFAP2C_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,56,56,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 56 mito genes | BH FDR 1.03e-08 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TFCP2L1_GRAY_HS_HE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_HE,gsva,TRUE,TRUE,56,55,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_HE | CHEA rank 5 score 20.67 | Overlapping_Genes human->mouse | gsva,NA
TFT_TFDP1_GRAY_AP_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: AP_LE,gsva,TRUE,TRUE,318,300,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context AP_LE | CHEA rank 7 score 11.25 | Overlapping_Genes human->mouse | gsva,NA
TFT_TFDP1_GRAY_BA_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_LE,gsva,TRUE,TRUE,327,309,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_LE | CHEA rank 7 score 18.75 | Overlapping_Genes human->mouse | gsva,NA
TFT_TFDP1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,35,35,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 35 mito genes | BH FDR 0.000378 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TFDP1_GRAY_BA_TEB,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_TEB,gsva,TRUE,TRUE,265,262,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_TEB | CHEA rank 6 score 13.5 | Overlapping_Genes human->mouse | gsva,NA
TFT_TFDP1_GRAY_HS_LE,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: HS_LE,gsva,TRUE,TRUE,124,105,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context HS_LE | CHEA rank 7 score 13.25 | Overlapping_Genes human->mouse | gsva,NA
TFT_TGIF2_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Others (cluster 8),fgsea,TRUE,TRUE,19,18,1,NA,"Chung 2019 chromVAR predictive TF (Others, cluster 8) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=8; dorothea_confidence=C
TFT_TGIF2_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,32,32,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 32 mito genes | BH FDR 0.000224 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP11_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,27,27,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 27 mito genes | BH FDR 2.97e-05 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP11_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,52,52,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 52 mito genes | BH FDR 4.57e-17 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,40,40,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 40 mito genes | BH FDR 1.06e-07 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,66,66,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 66 mito genes | BH FDR 2.01e-18 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP1_GRAY_BA_TEB_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_TEB,gsva,TRUE,TRUE,26,26,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_TEB | 26 mito genes | BH FDR 0.00638 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP3_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,50,50,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 50 mito genes | BH FDR 4.76e-29 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP3_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,61,61,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 61 mito genes | BH FDR 1.07e-36 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP4_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,46,46,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 46 mito genes | BH FDR 4.57e-23 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP4_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,61,61,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 61 mito genes | BH FDR 4.38e-34 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP7_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,24,24,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 24 mito genes | BH FDR 3.08e-08 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THAP7_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,35,35,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 35 mito genes | BH FDR 6.34e-14 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_THYN1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,31,31,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 31 mito genes | BH FDR 2.93e-13 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TIGD5_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,32,32,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 32 mito genes | BH FDR 3.46e-15 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TP53_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,52,52,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 52 mito genes | BH FDR 3.46e-06 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TP63_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,46,46,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 46 mito genes | BH FDR 2.38e-05 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_TRP63_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal1 (cluster 1),fgsea,TRUE,TRUE,19,18,1,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal1, cluster 1) | DoRothEA mouse regulon conf B | fgsea",chung_cluster=1; dorothea_confidence=B
TFT_TRP73_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal1 (cluster 1),fgsea,TRUE,TRUE,41,41,0,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal1, cluster 1) | DoRothEA mouse regulon conf C | fgsea",chung_cluster=1; dorothea_confidence=C
TFT_TSHZ3_GRAY_BA_DUCT,GRAY_CHEA,tf_regulon,TF_targets,Gray CHEA: BA_DUCT,gsva,TRUE,TRUE,147,147,0,NA,Gray-Brugge CHEA3 upstream-regulator overlapping-gene program | context BA_DUCT | CHEA rank 9 score 39.33 | Overlapping_Genes human->mouse | gsva,NA
TFT_TTF1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,25,25,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 25 mito genes | BH FDR 1.93e-10 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_WT1_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Basal/fetal2 (cluster 5),fgsea,TRUE,TRUE,32,31,0,NA,"Chung 2019 chromVAR predictive TF (Basal/fetal2, cluster 5) | DoRothEA mouse regulon conf A | fgsea",chung_cluster=5; dorothea_confidence=A
TFT_XBP1_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,30,30,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 30 mito genes | BH FDR 9.76e-07 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_YY1_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,42,42,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 42 mito genes | BH FDR 3.11e-07 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_ZBTB11_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,33,33,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 33 mito genes | BH FDR 3.97e-10 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_ZBTB33_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,52,52,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 52 mito genes | BH FDR 2.63e-12 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_ZBTB33_GRAY_BA_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: BA_LE,gsva,TRUE,TRUE,44,44,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context BA_LE | 44 mito genes | BH FDR 1.84e-09 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
TFT_ZEB1_CHUNG,DOROTHEA+CHUNG,tf_regulon,TF_targets,Chung chromVAR: Repressive (cluster 2),fgsea,FALSE,TRUE,14,14,0,NA,"Chung 2019 chromVAR predictive TF (Repressive, cluster 2) | DoRothEA mouse regulon conf B | fgsea",chung_cluster=2; dorothea_confidence=B
TFT_ZKSCAN8_GRAY_AP_LE_MITO,GRAY_CHEA_MITO,tf_regulon,TF_targets,Gray CHEA mito-overlap: AP_LE,gsva,TRUE,TRUE,28,28,0,NA,Gray-Brugge CHEA TF program intersected with MitoCarta (Decision-5 mito-overlap) | context AP_LE | 28 mito genes | BH FDR 5.74e-17 | gsva,gray_chea_mito: BH_FDR<0.01 & n_mito>=15
